region,year,chinook_salmon,sockeye_salmon,coho_salmon,pink_salmon,chum_salmon,source,total_salmon,observation_id,source_cor,mgmt_area,area_class,lon,lat
BRB,1996,87,29592,125,38,827,individual,30669,1,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1996,87,29592,125,38,827,regional,30669,1,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
KOD,1996,13,4970,202,3487,544,individual,9216,2,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
CKI,1996,15,4376,336,696,167,regional,5590,3,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1996,15,4376,336,696,167,individual,5590,3,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1996,15,4376,336,696,167,local,5590,3,local,Cook Inlet Management Area,mgmtArea,-151,60
COP,1996,58,2357,193,6,26,regional,2640,4,regional,Copper River Subarea,subarea,-145,60.5
COP,1996,58,2357,193,6,26,local,2640,4,local,Copper River Subarea,subarea,-145,60.5
COP,1996,58,2357,193,6,26,individual,2640,4,individual,Copper River Subarea,subarea,-145,60.5
SSE,1996,24,2110,1173,53676,5605,regional,62588,5,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1996,24,2110,1173,53676,5605,individual,62588,5,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
CHG,1996,3,1958,193,189,121,local,2464,6,local,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1996,3,1958,193,189,121,regional,2464,6,regional,Chignik Management Area,mgmtArea,-158.5,56.3
NOP,1996,5,1911,157,54,68,individual,2195,7,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1996,5,1911,157,54,68,regional,2195,7,regional,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1996,6,1543,293,2208,795,local,4845,8,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1996,6,1543,293,2208,795,individual,4845,8,individual,South Peninsula Subarea,subarea,-162,54.5
PWS,1996,1,606,172,26042,2078,regional,28899,9,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1996,1,606,172,26042,2078,individual,28899,9,individual,Prince William Sound Subarea,subarea,-148,60.8
NSE,1996,187,478,1492,10921,10459,individual,23537,10,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1996,187,478,1492,10921,10459,regional,23537,10,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
YAK,1996,10,209,492,32,3,regional,746,11,regional,Yakutat,mgmtArea,-140,59.5
KSK,1996,23,123,1102,2,296,individual,1546,12,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1996,23,123,1102,2,296,local,1546,12,local,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1996,0,38,94,0,0,regional,132,13,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
YUK,1996,112,0,35,0,153,individual,300,14,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1996,112,0,35,0,153,regional,300,14,regional,Yukon Management Area,mgmtArea,-164,62
NRS,1996,0,0,70,487,5,regional,562,15,regional,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1996,0,0,70,487,5,local,562,15,local,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1996,0,0,0,0,143,regional,143,16,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1996,0,NA,NA,0,0,individual,0,17,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1996,0,NA,NA,0,0,regional,0,17,regional,Aleutian Islands Subarea,subarea,-170,53
ALU,1996,0,NA,NA,0,0,local,0,17,local,Aleutian Islands Subarea,subarea,-170,53
BRB,1995,99,44269,49,0,980,regional,45397,18,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
KOD,1995,19,4489,308,42849,1523,local,49188,19,local,Kodiak Management Area,mgmtArea,-152.5,57.5
NOP,1995,8,3273,136,12,99,local,3528,20,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1995,8,3273,136,12,99,individual,3528,20,individual,NorthPeninsual Subarea,subarea,-159,56.5
CKI,1995,22,3243,466,2982,577,regional,7290,21,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1995,22,3243,466,2982,577,local,7290,21,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1995,22,3243,466,2982,577,individual,7290,21,individual,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1995,17,3016,264,16312,1728,regional,21337,22,regional,South Peninsula Subarea,subarea,-162,54.5
CHG,1995,5,1724,282,2058,381,regional,4450,23,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1995,5,1724,282,2058,381,individual,4450,23,individual,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1995,5,1724,282,2058,381,local,4450,23,local,Chignik Management Area,mgmtArea,-158.5,56.3
SSE,1995,32,1353,1093,41315,4582,local,48375,24,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1995,32,1353,1093,41315,4582,regional,48375,24,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1995,67,1272,543,20,56,individual,1958,25,individual,Copper River Subarea,subarea,-145,60.5
NSE,1995,170,288,1716,6594,6572,individual,15340,26,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1995,170,288,1716,6594,6572,local,15340,26,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1995,170,288,1716,6594,6572,regional,15340,26,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
PWS,1995,1,230,140,16045,702,individual,17118,27,individual,Prince William Sound Subarea,subarea,-148,60.8
PWS,1995,1,230,140,16045,702,regional,17118,27,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1995,1,230,140,16045,702,local,17118,27,local,Prince William Sound Subarea,subarea,-148,60.8
KSK,1995,73,200,562,0,723,local,1558,28,local,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1995,73,200,562,0,723,regional,1558,28,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
YAK,1995,12,154,536,55,3,local,760,29,local,Yakutat,mgmtArea,-140,59.5
YAK,1995,12,154,536,55,3,individual,760,29,individual,Yakutat,mgmtArea,-140,59.5
YAK,1995,12,154,536,55,3,regional,760,29,regional,Yakutat,mgmtArea,-140,59.5
BER,1995,0,22,282,0,0,local,304,30,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1995,0,22,282,0,0,individual,304,30,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
YUK,1995,92,0,54,NA,249,local,395,31,local,Yukon Management Area,mgmtArea,-164,62
YUK,1995,92,0,54,NA,249,regional,395,31,regional,Yukon Management Area,mgmtArea,-164,62
YUK,1995,92,0,54,NA,249,individual,395,31,individual,Yukon Management Area,mgmtArea,-164,62
NRS,1995,9,0,48,82,43,local,182,32,local,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1995,9,0,48,82,43,individual,182,32,individual,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1995,0,0,0,0,80,regional,80,33,regional,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1995,0,0,0,0,80,individual,80,33,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1995,0,0,0,0,80,local,80,33,local,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1995,0,0,0,0,0,local,0,34,local,Aleutian Islands Subarea,subarea,-170,53
BRB,1994,141,35224,175,90,895,individual,36525,36,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1994,21,3706,600,2172,334,individual,6833,37,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1994,21,3706,600,2172,334,regional,6833,37,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1994,21,3706,600,2172,334,local,6833,37,local,Cook Inlet Management Area,mgmtArea,-151,60
KOD,1994,23,2878,296,8163,739,regional,12099,38,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
NOP,1994,19,2783,242,226,84,regional,3354,39,regional,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1994,19,2783,242,226,84,local,3354,39,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1994,19,2783,242,226,84,individual,3354,39,individual,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1994,10,2107,256,9180,2192,individual,13745,40,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1994,10,2107,256,9180,2192,regional,13745,40,regional,South Peninsula Subarea,subarea,-162,54.5
CHG,1994,4,1618,231,431,227,individual,2511,41,individual,Chignik Management Area,mgmtArea,-158.5,56.3
COP,1994,48,1153,678,12,19,individual,1910,42,individual,Copper River Subarea,subarea,-145,60.5
COP,1994,48,1153,678,12,19,local,1910,42,local,Copper River Subarea,subarea,-145,60.5
NSE,1994,152,480,3220,36573,6951,individual,47376,43,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
PWS,1994,1,334,122,36874,1039,regional,38370,44,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1994,1,334,122,36874,1039,individual,38370,44,individual,Prince William Sound Subarea,subarea,-148,60.8
YAK,1994,9,208,761,14,5,local,997,45,local,Yakutat,mgmtArea,-140,59.5
KSK,1994,29,194,864,85,373,local,1545,46,local,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1994,29,194,864,85,373,regional,1545,46,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1994,0,28,259,0,0,local,287,47,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
YUK,1994,115,0,6,0,97,individual,218,48,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1994,115,0,6,0,97,regional,218,48,regional,Yukon Management Area,mgmtArea,-164,62
NRS,1994,5,0,102,982,18,individual,1107,49,individual,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1994,0,0,0,0,149,regional,149,50,regional,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1994,0,0,0,0,149,individual,149,50,individual,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1994,0,0,0,860,1,local,861,51,local,Aleutian Islands Subarea,subarea,-170,53
BRB,1993,86,40463,73,0,838,local,41460,52,local,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1993,86,40463,73,0,838,regional,41460,52,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1993,86,40463,73,0,838,individual,41460,52,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1993,23,5004,321,968,139,regional,6455,53,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1993,23,5004,321,968,139,local,6455,53,local,Cook Inlet Management Area,mgmtArea,-151,60
KOD,1993,42,4378,313,34019,588,regional,39340,54,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1993,42,4378,313,34019,588,individual,39340,54,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1993,42,4378,313,34019,588,local,39340,54,local,Kodiak Management Area,mgmtArea,-152.5,57.5
NOP,1993,24,3867,64,5,135,regional,4095,55,regional,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1993,14,3689,220,9928,1048,local,14899,56,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1993,14,3689,220,9928,1048,regional,14899,56,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1993,14,3689,220,9928,1048,individual,14899,56,individual,South Peninsula Subarea,subarea,-162,54.5
SSE,1993,98,2313,1331,39219,2938,individual,45899,57,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
CHG,1993,20,1697,229,1648,122,individual,3716,58,individual,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1993,20,1697,229,1648,122,local,3716,58,local,Chignik Management Area,mgmtArea,-158.5,56.3
COP,1993,30,1398,281,10,13,individual,1732,59,individual,Copper River Subarea,subarea,-145,60.5
NSE,1993,182,532,1825,18067,4936,local,25542,60,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1993,182,532,1825,18067,4936,individual,25542,60,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1993,182,532,1825,18067,4936,regional,25542,60,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
PWS,1993,2,419,48,5751,1173,regional,7393,61,regional,Prince William Sound Subarea,subarea,-148,60.8
YAK,1993,17,347,509,13,6,regional,892,62,regional,Yakutat,mgmtArea,-140,59.5
YAK,1993,17,347,509,13,6,individual,892,62,individual,Yakutat,mgmtArea,-140,59.5
KSK,1993,29,172,695,0,103,individual,999,63,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1993,29,172,695,0,103,local,999,63,local,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1993,29,172,695,0,103,regional,999,63,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1993,0,34,116,0,0,local,150,64,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1993,0,34,116,0,0,individual,150,64,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1993,0,34,116,0,0,regional,150,64,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
YUK,1993,96,0,0,0,98,individual,194,65,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1993,96,0,0,0,98,regional,194,65,regional,Yukon Management Area,mgmtArea,-164,62
YUK,1993,96,0,0,0,98,local,194,65,local,Yukon Management Area,mgmtArea,-164,62
NRS,1993,9,0,43,163,54,regional,269,66,regional,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1993,9,0,43,163,54,individual,269,66,individual,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1993,9,0,43,163,54,local,269,66,local,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1993,0,0,0,0,71,local,71,67,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1993,0,0,0,0,71,individual,71,67,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1993,0,0,0,0,71,regional,71,67,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1993,0,0,0,0,1,individual,1,68,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1993,0,0,0,0,1,regional,1,68,regional,Aleutian Islands Subarea,subarea,-170,53
BRB,1992,69,31880,192,500,921,individual,33562,69,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1992,69,31880,192,500,921,regional,33562,69,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1992,20,9301,475,1176,298,regional,11270,70,regional,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1992,20,9301,475,1176,298,individual,11270,70,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1992,20,9301,475,1176,298,local,11270,70,local,Cook Inlet Management Area,mgmtArea,-151,60
KOD,1992,24,4168,280,3311,680,regional,8463,71,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1992,24,4168,280,3311,680,local,8463,71,local,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1992,24,4168,280,3311,680,individual,8463,71,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
NOP,1992,13,3576,207,194,342,local,4332,72,local,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1992,8,3446,418,9770,1317,regional,14959,73,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1992,8,3446,418,9770,1317,local,14959,73,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1992,8,3446,418,9770,1317,individual,14959,73,individual,South Peninsula Subarea,subarea,-162,54.5
SSE,1992,88,1797,1302,19010,2176,individual,24373,74,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1992,88,1797,1302,19010,2176,regional,24373,74,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1992,88,1797,1302,19010,2176,local,24373,74,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
CHG,1992,11,1277,311,1554,222,individual,3375,75,individual,Chignik Management Area,mgmtArea,-158.5,56.3
COP,1992,40,971,292,2,6,regional,1311,76,regional,Copper River Subarea,subarea,-145,60.5
COP,1992,40,971,292,2,6,individual,1311,76,individual,Copper River Subarea,subarea,-145,60.5
COP,1992,40,971,292,2,6,local,1311,76,local,Copper River Subarea,subarea,-145,60.5
PWS,1992,1,781,202,8635,329,regional,9948,77,regional,Prince William Sound Subarea,subarea,-148,60.8
NSE,1992,134,555,1914,15933,2752,individual,21288,78,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1992,134,555,1914,15933,2752,local,21288,78,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
YAK,1992,4,315,479,21,8,regional,827,79,regional,Yakutat,mgmtArea,-140,59.5
YAK,1992,4,315,479,21,8,individual,827,79,individual,Yakutat,mgmtArea,-140,59.5
KSK,1992,68,194,783,86,449,regional,1580,80,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1992,68,194,783,86,449,individual,1580,80,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1992,0,20,126,0,0,local,146,81,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1992,0,20,126,0,0,individual,146,81,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1992,0,20,126,0,0,regional,146,81,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
ALU,1992,0,3,0,320,2,regional,325,82,regional,Aleutian Islands Subarea,subarea,-170,53
ALU,1992,0,3,0,320,2,individual,325,82,individual,Aleutian Islands Subarea,subarea,-170,53
YUK,1992,120,0,8,0,351,individual,479,83,individual,Yukon Management Area,mgmtArea,-164,62
NRS,1992,5,0,105,6,83,individual,199,84,individual,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1992,5,0,105,6,83,regional,199,84,regional,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1992,0,0,0,0,289,local,289,85,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1992,0,0,0,0,289,regional,289,85,regional,Kotzebue Management Area,mgmtArea,-163.5,66
KOD,1991,22,5704,325,16643,1029,individual,23723,86,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1991,22,5704,325,16643,1029,regional,23723,86,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1991,22,5704,325,16643,1029,local,23723,86,local,Kodiak Management Area,mgmtArea,-152.5,57.5
BRB,1991,30,25821,118,0,1290,individual,27259,87,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1991,30,25821,118,0,1290,regional,27259,87,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1991,30,25821,118,0,1290,local,27259,87,local,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1991,15,2508,447,843,305,local,4118,88,local,Cook Inlet Management Area,mgmtArea,-151,60
NOP,1991,9,2392,217,4,191,regional,2813,89,regional,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1991,9,2392,217,4,191,local,2813,89,local,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1991,8,2320,317,10617,1589,local,14851,90,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1991,8,2320,317,10617,1589,regional,14851,90,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1991,8,2320,317,10617,1589,individual,14851,90,individual,South Peninsula Subarea,subarea,-162,54.5
CHG,1991,3,1899,166,1169,261,regional,3498,91,regional,Chignik Management Area,mgmtArea,-158.5,56.3
SSE,1991,120,1328,1307,43497,1549,local,47801,92,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1991,35,1208,386,1,20,individual,1650,93,individual,Copper River Subarea,subarea,-145,60.5
COP,1991,35,1208,386,1,20,regional,1650,93,regional,Copper River Subarea,subarea,-145,60.5
PWS,1991,0,508,145,37134,332,regional,38119,94,regional,Prince William Sound Subarea,subarea,-148,60.8
NSE,1991,204,505,1668,18424,1784,local,22585,95,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1991,204,505,1668,18424,1784,regional,22585,95,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1991,204,505,1668,18424,1784,individual,22585,95,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
YAK,1991,9,230,221,5,3,regional,468,96,regional,Yakutat,mgmtArea,-140,59.5
YAK,1991,9,230,221,5,3,local,468,96,local,Yakutat,mgmtArea,-140,59.5
YAK,1991,9,230,221,5,3,individual,468,96,individual,Yakutat,mgmtArea,-140,59.5
KSK,1991,48,203,558,1,503,local,1313,97,local,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1991,48,203,558,1,503,individual,1313,97,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1991,48,203,558,1,503,regional,1313,97,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1991,0,19,111,0,0,individual,130,98,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1991,0,19,111,0,0,local,130,98,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
ALU,1991,0,1,0,0,0,regional,1,99,regional,Aleutian Islands Subarea,subarea,-170,53
ALU,1991,0,1,0,0,0,local,1,99,local,Aleutian Islands Subarea,subarea,-170,53
ALU,1991,0,1,0,0,0,individual,1,99,individual,Aleutian Islands Subarea,subarea,-170,53
YUK,1991,102,0,106,0,586,local,794,100,local,Yukon Management Area,mgmtArea,-164,62
YUK,1991,102,0,106,0,586,individual,794,100,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1991,102,0,106,0,586,regional,794,100,regional,Yukon Management Area,mgmtArea,-164,62
NRS,1991,6,0,64,0,87,individual,157,101,individual,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1991,6,0,64,0,87,local,157,101,local,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1991,0,0,0,0,240,individual,240,102,individual,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1990,34,33444,103,497,1055,local,35133,103,local,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1990,34,33444,103,497,1055,regional,35133,103,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
KOD,1990,19,5248,294,5984,578,individual,12123,104,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1990,19,5248,294,5984,578,regional,12123,104,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
CKI,1990,18,3820,512,988,362,local,5700,105,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1990,18,3820,512,988,362,individual,5700,105,individual,Cook Inlet Management Area,mgmtArea,-151,60
NOP,1990,12,2415,193,518,126,regional,3264,106,regional,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1990,12,2415,193,518,126,individual,3264,106,individual,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1990,17,2387,307,2866,1238,individual,6815,107,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1990,17,2387,307,2866,1238,regional,6815,107,regional,South Peninsula Subarea,subarea,-162,54.5
CHG,1990,10,2094,130,550,270,local,3054,108,local,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1990,10,2094,130,550,270,individual,3054,108,individual,Chignik Management Area,mgmtArea,-158.5,56.3
SSE,1990,125,1276,1259,26683,899,regional,30242,109,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1990,22,846,247,2,8,local,1125,110,local,Copper River Subarea,subarea,-145,60.5
COP,1990,22,846,247,2,8,regional,1125,110,regional,Copper River Subarea,subarea,-145,60.5
NSE,1990,209,535,1325,5627,1313,local,9009,111,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
YAK,1990,11,345,284,32,6,regional,678,112,regional,Yakutat,mgmtArea,-140,59.5
YAK,1990,11,345,284,32,6,local,678,112,local,Yakutat,mgmtArea,-140,59.5
YAK,1990,11,345,284,32,6,individual,678,112,individual,Yakutat,mgmtArea,-140,59.5
KSK,1990,85,204,445,16,523,individual,1273,113,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1990,85,204,445,16,523,regional,1273,113,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1990,85,204,445,16,523,local,1273,113,local,Kuskokwim Management Area,mgmtArea,-161.5,60
PWS,1990,0,58,234,44163,960,individual,45415,114,individual,Prince William Sound Subarea,subarea,-148,60.8
ALU,1990,0,12,0,283,1,local,296,115,local,Aleutian Islands Subarea,subarea,-170,53
ALU,1990,0,12,0,283,1,regional,296,115,regional,Aleutian Islands Subarea,subarea,-170,53
BER,1990,0,8,43,0,0,individual,51,116,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
YUK,1990,96,0,44,1,444,local,585,117,local,Yukon Management Area,mgmtArea,-164,62
YUK,1990,96,0,44,1,444,regional,585,117,regional,Yukon Management Area,mgmtArea,-164,62
YUK,1990,96,0,44,1,444,individual,585,117,individual,Yukon Management Area,mgmtArea,-164,62
NRS,1990,9,0,57,0,65,individual,131,118,individual,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1990,0,0,0,0,164,regional,164,119,regional,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1989,40,28735,240,0,1259,individual,30274,120,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1989,29,5185,353,1365,139,local,7071,121,local,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1989,7,2661,444,7293,994,regional,11399,122,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1989,7,2661,444,7293,994,local,11399,122,local,South Peninsula Subarea,subarea,-162,54.5
NOP,1989,11,1719,228,4,157,individual,2119,123,individual,NorthPeninsual Subarea,subarea,-159,56.5
KOD,1989,0,1290,3,6825,20,regional,8138,124,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1989,0,1290,3,6825,20,local,8138,124,local,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1989,0,1290,3,6825,20,individual,8138,124,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
CHG,1989,4,1159,68,28,2,individual,1261,125,individual,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1989,4,1159,68,28,2,local,1261,125,local,Chignik Management Area,mgmtArea,-158.5,56.3
SSE,1989,84,1131,815,45763,1256,regional,49049,126,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1989,31,1028,195,26,6,individual,1286,127,individual,Copper River Subarea,subarea,-145,60.5
NSE,1989,184,664,1078,13636,696,individual,16258,128,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1989,184,664,1078,13636,696,regional,16258,128,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
YAK,1989,6,330,311,61,17,individual,725,129,individual,Yakutat,mgmtArea,-140,59.5
PWS,1989,1,138,203,21860,996,local,23198,130,local,Prince William Sound Subarea,subarea,-148,60.8
KSK,1989,67,83,556,1,802,individual,1509,131,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1989,67,83,556,1,802,regional,1509,131,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1989,0,9,27,0,0,individual,36,132,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1989,0,9,27,0,0,regional,36,132,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
ALU,1989,0,8,0,7,0,individual,15,133,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1989,0,8,0,7,0,local,15,133,local,Aleutian Islands Subarea,subarea,-170,53
YUK,1989,102,0,85,0,1253,local,1440,134,local,Yukon Management Area,mgmtArea,-164,62
YUK,1989,102,0,85,0,1253,regional,1440,134,regional,Yukon Management Area,mgmtArea,-164,62
NRS,1989,6,0,44,0,43,regional,93,135,regional,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1989,6,0,44,0,43,individual,93,135,individual,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1989,0,0,0,0,256,regional,256,136,regional,Kotzebue Management Area,mgmtArea,-163.5,66
